;Disposa.de.connexió.a.Internet.a.la.llar.;Connexió.ràpida;Tenen.tarifa.plana.;Missatges.mobil;Quants.televisors.tenen.;TV.de.pagament.;Amb.quina.freqüència.usa.ordinador.;Utilitza.programes.ofimàtics;Informàtica.avançada;Aplicacions.específiques;Per.oci;Amb.quina.freqüència.usa.inet.;Català;Castellà;Anglès;Edat;Sexe;Nivell.d.estudis;Activitat.professional;Nivell.ingressos.mensuals;Estudia.per.Internet.;Fa.servir.correu.electrònic.;Fa.servir.xat.;Fa.teletreball.;Ha.comprat.aliments.;Ha.comprat.per.Internet.;Internet.per.a.l.oci.;Pagament.a.través.d.Internet.;Tràmits.amb.els.serveis.sanitaris.;Tràmits.per.Internet.amb.l.Admó.;Utilitza.serveis.banca.electrònica.;Visita.webs.de.l.Admó.;Visita.webs.sanitaris.
2538;TRUE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(45,55];Dona;Secundaris;Mestressa casa;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2547;TRUE;FALSE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Amb menys freqüència;FALSE;FALSE;TRUE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
255;FALSE;FALSE;FALSE;Més de 20;+3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2550;TRUE;FALSE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Dona;Secundaris;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
2557;TRUE;TRUE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;FALSE;TRUE;FALSE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2558;TRUE;FALSE;TRUE;Cap (o menys d'1 per;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Mensualment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
2563;TRUE;FALSE;TRUE;Entre 10 i 20;3TVs;FALSE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2565;TRUE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;TRUE;Edat(35,45];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
2570;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;FALSE;TRUE;TRUE;Edat(35,45];Dona;Superiors;Aturats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2571;TRUE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Mensualment;TRUE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Assalariats;420.000 - 675.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2574;FALSE;FALSE;FALSE;Entre 5 i 10;1TV;FALSE;Diàriament;TRUE;TRUE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;125.000 - 210.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2576;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Empresaris;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2578;TRUE;FALSE;TRUE;Entre 5 i 10;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2580;FALSE;FALSE;FALSE;Entre 10 i 20;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Mensualment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2583;TRUE;FALSE;FALSE;NO;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;FALSE;TRUE;Edat(45,55];Dona;Secundaris;Assalariats;210.000 - 420.000;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
2586;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
2592;FALSE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(45,55];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
2601;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;TRUE;TRUE;Edat(25,35];Home;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2602;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2603;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2604;FALSE;FALSE;FALSE;NO;1TV;FALSE;No;FALSE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(65,99];Dona;Secundaris;Altres inactius;Menys de 125.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2610;TRUE;TRUE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;FALSE;FALSE;Edat(35,45];Dona;Secundaris;Mestressa casa;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2612;FALSE;FALSE;FALSE;Menys de 5;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2613;FALSE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Amb menys freq.;FALSE;TRUE;TRUE;Edat(35,45];Dona;Secundaris;Assalariats;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
2614;TRUE;TRUE;TRUE;Menys de 5;3TVs;FALSE;Amb menys freqüència;TRUE;TRUE;FALSE;FALSE;Diàriament;FALSE;TRUE;TRUE;Edat(35,45];Home;Secundaris;Empresaris;420.000 - 675.000;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
2616;FALSE;FALSE;FALSE;NO;+3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(35,45];Dona;Secundaris;Mestressa casa;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
263;TRUE;FALSE;TRUE;NO;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(25,35];Home;Primaris;Empresaris;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
2632;FALSE;FALSE;FALSE;NO;1TV;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2635;TRUE;FALSE;FALSE;NO;+3TVs;FALSE;Diàriament;FALSE;TRUE;TRUE;FALSE;Setmanalment;FALSE;TRUE;TRUE;Edat(35,45];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2637;TRUE;FALSE;FALSE;Entre 5 i 10;1TV;FALSE;Mensualment;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
264;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2641;TRUE;FALSE;TRUE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(45,55];Dona;Superiors;Mestressa casa;210.000 - 420.000;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2646;TRUE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;FALSE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
2647;TRUE;TRUE;TRUE;Entre 5 i 10;2TVs;FALSE;Setmanalment;TRUE;TRUE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
265;TRUE;FALSE;FALSE;Entre 5 i 10;1TV;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;TRUE;Edat(35,45];Home;Secundaris;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2651;FALSE;FALSE;FALSE;NO;1TV;FALSE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Aturats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2654;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2659;TRUE;FALSE;FALSE;Menys de 5;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE
2664;TRUE;TRUE;TRUE;Entre 5 i 10;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(25,35];Dona;Secundaris;Estudiants;125.000 - 210.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
2667;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;FALSE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2671;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;TRUE;Diàriament;TRUE;TRUE;FALSE;TRUE;Setmanalment;FALSE;FALSE;TRUE;Edat(35,45];Dona;Secundaris;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2673;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Primaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2679;TRUE;TRUE;TRUE;Entre 5 i 10;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2684;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(45,55];Home;Secundaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2685;FALSE;FALSE;FALSE;Més de 20;+3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Mensualment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Estudiants;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2686;FALSE;FALSE;FALSE;Més de 20;+3TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(45,55];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2690;TRUE;FALSE;FALSE;Més de 20;3TVs;TRUE;Setmanalment;TRUE;FALSE;TRUE;FALSE;Setmanalment;FALSE;FALSE;TRUE;Edat(25,35];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2691;FALSE;FALSE;FALSE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
2699;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2700;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2701;TRUE;FALSE;TRUE;Entre 5 i 10;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2702;TRUE;TRUE;TRUE;Menys de 5;2TVs;TRUE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(45,55];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
2706;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Setmanalment;TRUE;FALSE;FALSE;Edat(35,45];Home;Secundaris;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2717;TRUE;FALSE;TRUE;Entre 10 i 20;2TVs;FALSE;Mensualment;FALSE;FALSE;FALSE;TRUE;Mensualment;TRUE;TRUE;TRUE;Edat(45,55];Dona;Secundaris;Mestressa casa;420.000 - 675.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2719;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2720;TRUE;FALSE;FALSE;Entre 10 i 20;+3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Primaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2722;TRUE;TRUE;TRUE;NO;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(45,55];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
2725;FALSE;FALSE;FALSE;Menys de 5;1TV;FALSE;Setmanalment;FALSE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Home;Primaris;Estudiants;125.000 - 210.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2726;TRUE;FALSE;TRUE;NO;2TVs;FALSE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Mensualment;TRUE;FALSE;FALSE;Edat(45,55];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
2728;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Amb menys freqüència;FALSE;FALSE;TRUE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(35,45];Dona;Primaris;Mestressa casa;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2730;FALSE;FALSE;FALSE;NO;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(25,35];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2733;TRUE;FALSE;FALSE;Menys de 5;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
2741;TRUE;FALSE;TRUE;Entre 5 i 10;+3TVs;FALSE;Diàriament;TRUE;TRUE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2742;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Setmanalment;TRUE;FALSE;TRUE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2745;TRUE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Empresaris;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
2752;FALSE;FALSE;FALSE;Entre 5 i 10;+3TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;420.000 - 675.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE
2757;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;FALSE;TRUE;Edat(35,45];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
2760;TRUE;FALSE;FALSE;Menys de 5;+3TVs;TRUE;Diàriament;TRUE;TRUE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Empresaris;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
2761;FALSE;FALSE;FALSE;Entre 5 i 10;+3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(14,25];Dona;Superiors;Assalariats;NS/NC;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2762;TRUE;FALSE;FALSE;Entre 5 i 10;2TVs;TRUE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(35,45];Dona;Primaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2767;FALSE;FALSE;FALSE;Entre 10 i 20;3TVs;FALSE;Setmanalment;TRUE;TRUE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2768;TRUE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;TRUE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
277;TRUE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(55,65];Home;Secundaris;Empresaris;Menys de 125.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
2770;TRUE;FALSE;FALSE;NO;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(45,55];Dona;Primaris;Mestressa casa;210.000 - 420.000;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
