;Disposa.de.connexió.a.Internet.a.la.llar.;Connexió.ràpida;Tenen.tarifa.plana.;Missatges.mobil;Quants.televisors.tenen.;TV.de.pagament.;Amb.quina.freqüència.usa.ordinador.;Utilitza.programes.ofimàtics;Informàtica.avançada;Aplicacions.específiques;Per.oci;Amb.quina.freqüència.usa.inet.;Català;Castellà;Anglès;Edat;Sexe;Nivell.d.estudis;Activitat.professional;Nivell.ingressos.mensuals;Estudia.per.Internet.;Fa.servir.correu.electrònic.;Fa.servir.xat.;Fa.teletreball.;Ha.comprat.aliments.;Ha.comprat.per.Internet.;Internet.per.a.l.oci.;Pagament.a.través.d.Internet.;Tràmits.amb.els.serveis.sanitaris.;Tràmits.per.Internet.amb.l.Admó.;Utilitza.serveis.banca.electrònica.;Visita.webs.de.l.Admó.;Visita.webs.sanitaris.
5124;FALSE;FALSE;FALSE;Entre 10 i 20;2TVs;TRUE;Diàriament;FALSE;TRUE;FALSE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(25,35];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
5140;FALSE;FALSE;FALSE;Entre 10 i 20;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(25,35];Home;Superiors;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
515;FALSE;FALSE;FALSE;Cap (o menys d'1 per;+3TVs;TRUE;Amb menys freqüència;TRUE;TRUE;FALSE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Home;Superiors;Empresaris;420.000 - 675.000;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
5156;TRUE;TRUE;TRUE;Cap (o menys d'1 per;2TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;TRUE;Edat(55,65];Home;Secundaris;Empresaris;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
517;TRUE;FALSE;TRUE;NO;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5179;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(55,65];Home;Primaris;Assalariats;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5184;TRUE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;TRUE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(55,65];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5185;FALSE;FALSE;FALSE;Entre 10 i 20;3TVs;FALSE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
519;TRUE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
52;FALSE;FALSE;FALSE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
520;FALSE;FALSE;FALSE;Entre 10 i 20;+3TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(14,25];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5207;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;TRUE;TRUE;FALSE;Amb menys freq.;FALSE;FALSE;TRUE;Edat(35,45];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
522;TRUE;TRUE;TRUE;Entre 5 i 10;2TVs;TRUE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
5221;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;TRUE;FALSE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Home;Superiors;Assalariats;NS/NC;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
525;TRUE;TRUE;TRUE;NO;2TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
526;TRUE;FALSE;TRUE;Menys de 5;2TVs;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
5268;TRUE;FALSE;TRUE;Cap (o menys d'1 per;1TV;TRUE;Amb menys freqüència;FALSE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(55,65];Home;Primaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
527;TRUE;FALSE;TRUE;Entre 10 i 20;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;FALSE;FALSE;Edat(14,25];Dona;Superiors;Estudiants;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
528;TRUE;FALSE;TRUE;Entre 5 i 10;3TVs;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Dona;Primaris;Assalariats;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
529;FALSE;FALSE;FALSE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Home;Superiors;Assalariats;210.000 - 420.000;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
53;TRUE;TRUE;TRUE;Entre 5 i 10;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(25,35];Dona;Superiors;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
530;TRUE;FALSE;TRUE;Entre 5 i 10;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Secundaris;Mestressa casa;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
5300;TRUE;TRUE;TRUE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(35,45];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
5318;TRUE;TRUE;TRUE;Cap (o menys d'1 per;2TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Dona;Superiors;Altres situacions;420.000 - 675.000;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
532;TRUE;FALSE;TRUE;NO;2TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(35,45];Home;Primaris;Empresaris;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
533;FALSE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5337;TRUE;FALSE;TRUE;Entre 5 i 10;2TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Aturats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
534;FALSE;FALSE;FALSE;Més de 20;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
5345;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Setmanalment;TRUE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(65,99];Home;Secundaris;Altres inactius;Menys de 125.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
5346;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;TRUE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Assalariats;Menys de 125.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5349;FALSE;FALSE;FALSE;Cap (o menys d'1 per;3TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Mensualment;FALSE;TRUE;FALSE;Edat(65,99];Home;Superiors;Empresaris;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5355;TRUE;TRUE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;FALSE;TRUE;Edat(35,45];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
536;TRUE;FALSE;TRUE;Cap (o menys d'1 per;2TVs;TRUE;Mensualment;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(45,55];Home;Primaris;Empresaris;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
538;TRUE;FALSE;TRUE;Menys de 5;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(25,35];Dona;Primaris;Mestressa casa;125.000 - 210.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
539;TRUE;TRUE;TRUE;Menys de 5;+3TVs;TRUE;Diàriament;TRUE;TRUE;FALSE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5392;TRUE;FALSE;TRUE;Més de 20;1TV;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;FALSE;TRUE;TRUE;Edat(65,99];Home;Superiors;Empresaris;NS/NC;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5393;TRUE;FALSE;TRUE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Setmanalment;TRUE;TRUE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
5394;TRUE;TRUE;TRUE;NO;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
5399;TRUE;FALSE;TRUE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(14,25];Home;Primaris;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
541;TRUE;FALSE;TRUE;NO;1TV;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Mensualment;FALSE;TRUE;FALSE;Edat(45,55];Home;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
5415;TRUE;FALSE;FALSE;Entre 5 i 10;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5421;TRUE;TRUE;TRUE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(55,65];Home;Superiors;Empresaris;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
543;TRUE;TRUE;TRUE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;TRUE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Home;Superiors;Empresaris;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE
5436;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(55,65];Home;Secundaris;Empresaris;420.000 - 675.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
5437;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;TRUE;Edat(14,25];Dona;Superiors;Assalariats;125.000 - 210.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
5439;FALSE;FALSE;FALSE;NO;1TV;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(55,65];Dona;Secundaris;Mestressa casa;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
5443;FALSE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;FALSE;FALSE;Setmanalment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
545;TRUE;FALSE;FALSE;Menys de 5;1TV;FALSE;Diàriament;TRUE;TRUE;TRUE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Home;Secundaris;Assalariats;420.000 - 675.000;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
546;TRUE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Setmanalment;TRUE;FALSE;FALSE;TRUE;Mensualment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;125.000 - 210.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
5465;TRUE;TRUE;TRUE;Menys de 5;3TVs;TRUE;Diàriament;TRUE;FALSE;TRUE;TRUE;Diàriament;TRUE;TRUE;FALSE;Edat(35,45];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE
5477;TRUE;TRUE;TRUE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;FALSE;FALSE;Edat(14,25];Dona;Secundaris;Assalariats;125.000 - 210.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
5487;TRUE;TRUE;TRUE;Entre 5 i 10;3TVs;TRUE;Diàriament;TRUE;TRUE;FALSE;TRUE;Diàriament;TRUE;TRUE;TRUE;Edat(25,35];Home;Superiors;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
549;TRUE;TRUE;TRUE;Menys de 5;+3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(35,45];Home;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
550;TRUE;FALSE;FALSE;Cap (o menys d'1 per;1TV;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
552;TRUE;FALSE;TRUE;Entre 10 i 20;3TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(14,25];Home;Secundaris;Estudiants;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
554;TRUE;FALSE;TRUE;Entre 10 i 20;+3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Diàriament;FALSE;TRUE;FALSE;Edat(14,25];Home;Superiors;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
555;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;FALSE;Setmanalment;TRUE;TRUE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;210.000 - 420.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
556;TRUE;TRUE;TRUE;Entre 10 i 20;2TVs;FALSE;Amb menys freqüència;TRUE;FALSE;FALSE;FALSE;Amb menys freq.;TRUE;TRUE;FALSE;Edat(45,55];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
559;TRUE;FALSE;FALSE;Entre 10 i 20;+3TVs;TRUE;Mensualment;TRUE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(14,25];Dona;Primaris;Assalariats;NS/NC;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
560;TRUE;FALSE;FALSE;NO;+3TVs;FALSE;Diàriament;FALSE;FALSE;TRUE;FALSE;Diàriament;TRUE;FALSE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
561;TRUE;FALSE;FALSE;Menys de 5;+3TVs;FALSE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
562;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Mensualment;FALSE;FALSE;FALSE;TRUE;Mensualment;FALSE;TRUE;FALSE;Edat(45,55];Dona;Superiors;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
563;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Setmanalment;FALSE;FALSE;TRUE;FALSE;Amb menys freq.;FALSE;TRUE;TRUE;Edat(35,45];Dona;Secundaris;Assalariats;Menys de 125.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
565;FALSE;FALSE;FALSE;Entre 10 i 20;2TVs;TRUE;Setmanalment;TRUE;FALSE;FALSE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
566;TRUE;FALSE;TRUE;Menys de 5;3TVs;FALSE;Amb menys freqüència;FALSE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(45,55];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
567;TRUE;FALSE;TRUE;Entre 5 i 10;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;TRUE;Edat(45,55];Dona;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
5681;TRUE;TRUE;TRUE;Cap (o menys d'1 per;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;TRUE;Setmanalment;TRUE;TRUE;TRUE;Edat(55,65];Home;Primaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
570;TRUE;FALSE;TRUE;NO;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;TRUE;TRUE;TRUE;Edat(45,55];Home;Superiors;Assalariats;420.000 - 675.000;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
571;TRUE;FALSE;TRUE;Menys de 5;3TVs;TRUE;Diàriament;TRUE;TRUE;FALSE;TRUE;Diàriament;TRUE;FALSE;FALSE;Edat(14,25];Home;Secundaris;Estudiants;210.000 - 420.000;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
572;TRUE;TRUE;TRUE;NO;2TVs;FALSE;Mensualment;TRUE;FALSE;FALSE;FALSE;Mensualment;TRUE;TRUE;FALSE;Edat(35,45];Dona;Secundaris;Assalariats;210.000 - 420.000;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
574;FALSE;FALSE;FALSE;Cap (o menys d'1 per;2TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Setmanalment;FALSE;TRUE;FALSE;Edat(45,55];Home;Secundaris;Assalariats;210.000 - 420.000;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
575;TRUE;FALSE;FALSE;Menys de 5;3TVs;FALSE;Diàriament;TRUE;FALSE;TRUE;FALSE;Diàriament;TRUE;TRUE;FALSE;Edat(35,45];Home;Superiors;Assalariats;NS/NC;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE
576;TRUE;FALSE;FALSE;NO;2TVs;FALSE;Amb menys freqüència;FALSE;FALSE;FALSE;TRUE;Amb menys freq.;FALSE;TRUE;FALSE;Edat(25,35];Dona;Secundaris;Aturats;125.000 - 210.000;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
577;FALSE;FALSE;FALSE;Entre 5 i 10;2TVs;TRUE;Amb menys freqüència;FALSE;FALSE;TRUE;FALSE;Amb menys freq.;TRUE;FALSE;FALSE;Edat(25,35];Dona;Superiors;Aturats;NS/NC;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
578;TRUE;FALSE;FALSE;Entre 5 i 10;3TVs;TRUE;Diàriament;TRUE;FALSE;FALSE;TRUE;Setmanalment;FALSE;TRUE;FALSE;Edat(14,25];Dona;Secundaris;Estudiants;NS/NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE
